#,Name,Date of birth,Date of death,Date of burial,From,Died in the area of,Rank,Military Unit,Sources
9228,Dmytro Sakalo Yuriyovych,"September 10, 1976","July 15, 2024",?,Chernivtsi Oblast,Zhytomyr Oblast,Private,Infantry,"https://example10.com, https://example1.com, https://example6.com, https://example1.com, https://example8.com"
9229,Mykola Kravchenko Romanovych,"October 01, 1960","April 06, 2022",?,Donetsk Oblast,Kharkiv Oblast,Senior soldier,Recon Squad,"https://example1.com, https://example5.com, https://example2.com, https://example10.com"
9230,Dmytro Tkachuk Serhiyovych,"November 10, 1994","September 24, 2023",?,Donetsk Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Special Forces,"https://example9.com, https://example7.com, https://example3.com"
9231,Dmytro Lysenko Mykolayovych,"September 14, 1985","January 11, 2022","July 05, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Lieutenant,Battalion 2,"https://example6.com, https://example3.com, https://example3.com, https://example6.com, https://example7.com, https://example9.com, https://example1.com, https://example1.com"
9232,Yuriy Kovalenko Petrovych,"February 29, 1964","January 07, 2024",?,Donetsk Oblast,Zhytomyr Oblast,Captain,Infantry,"https://example9.com, https://example9.com, https://example6.com, https://example6.com, https://example10.com, https://example3.com, https://example4.com, https://example7.com"
9233,Oleksandr Kravchenko Ivanovych,"June 21, 1971","January 29, 2024","February 24, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Captain,Recon Squad,"https://example5.com, https://example5.com, https://example6.com, https://example8.com"
9234,Ihor Lysenko Oleksandrovych,"May 27, 1975","November 08, 2023",?,Lviv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Colonel,Battalion 2,"https://example10.com, https://example3.com, https://example8.com, https://example5.com"
9235,Dmytro Tkachuk Oleksandrovych,"November 12, 1960","June 17, 2022",?,Kyiv Oblast,Lviv Oblast,Lieutenant,Special Forces,"https://example3.com, https://example7.com, https://example3.com, https://example5.com"
9236,Yuriy Bondarenko Oleksandrovych,"April 04, 1982","November 13, 2024","June 03, 2023",Kyiv Oblast,Kharkiv Oblast,Senior soldier,Infantry,"https://example2.com, https://example2.com, https://example4.com, https://example1.com, https://example8.com, https://example4.com"
9237,Volodymyr Sakalo Mykhailovych,"September 27, 2000","February 14, 2024","March 05, 2024","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Chernivtsi Oblast,Sergeant,Special Forces,"https://example7.com, https://example1.com, https://example1.com, https://example3.com, https://example5.com"
9238,Oleksandr Tkachuk Petrovych,"September 21, 1963","November 18, 2022","February 25, 2022",Kyiv Oblast,Odesa Oblast,Sergeant,Battalion 2,"https://example6.com, https://example8.com, https://example8.com, https://example8.com, https://example8.com, https://example3.com"
9239,Serhiy Sakalo Mykolayovych,"June 06, 1966","July 01, 2023","July 10, 2024",Zhytomyr Oblast,Kharkiv Oblast,Sergeant,Battalion 1,"https://example8.com, https://example2.com, https://example4.com"
9240,Oleh Shevchenko Romanovych,"July 26, 1987","December 10, 2024","October 23, 2022",Chernivtsi Oblast,Odesa Oblast,Colonel,Battalion 1,"https://example4.com, https://example10.com, https://example9.com, https://example9.com, https://example6.com"
9241,Dmytro Sakalo Ivanovych,"May 30, 1962","February 26, 2024","August 01, 2023",Chernivtsi Oblast,Donetsk Oblast,Colonel,Recon Squad,"https://example6.com, https://example4.com, https://example1.com, https://example7.com, https://example2.com"
9242,Ihor Kravchenko Yuriyovych,"September 05, 1965","March 30, 2024","October 19, 2023",Kyiv Oblast,Kharkiv Oblast,Senior soldier,Infantry,"https://example6.com, https://example1.com, https://example7.com, https://example1.com, https://example4.com, https://example2.com, https://example5.com, https://example1.com"
9243,Volodymyr Kovalenko Volodymyrovych,"December 23, 1994","January 14, 2024","September 12, 2024",Donetsk Oblast,Lviv Oblast,Senior soldier,Battalion 1,"https://example4.com, https://example5.com, https://example8.com, https://example8.com"
9244,Serhiy Kovalenko Romanovych,"October 26, 1989","April 22, 2023",?,Zhytomyr Oblast,Chernivtsi Oblast,Major,Recon Squad,"https://example1.com, https://example8.com, https://example5.com, https://example7.com, https://example6.com, https://example8.com, https://example2.com, https://example8.com"
9245,Dmytro Zinchenko Petrovych,"January 03, 1978","June 19, 2023",?,Zhytomyr Oblast,Chernivtsi Oblast,Captain,Infantry,"https://example3.com, https://example2.com, https://example7.com, https://example3.com"
9246,Mykola Bondarenko Vasyl'ovych,"April 18, 1994","July 22, 2023","February 26, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Captain,Battalion 1,"https://example10.com, https://example10.com, https://example10.com, https://example8.com, https://example6.com"
9247,Serhiy Shevchenko Yuriyovych,"August 27, 1976","September 15, 2024",?,Chernivtsi Oblast,Kyiv Oblast,Major,Battalion 2,"https://example3.com, https://example1.com, https://example6.com"
9248,Dmytro Tkachuk Serhiyovych,"September 26, 1997","February 01, 2022","May 14, 2024",Kharkiv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Recon Squad,"https://example6.com, https://example10.com, https://example5.com, https://example1.com, https://example9.com, https://example10.com"
9249,Serhiy Kovalenko Oleksandrovych,"November 29, 1962","June 17, 2024",?,Chernivtsi Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lieutenant,Special Forces,"https://example7.com, https://example1.com, https://example5.com, https://example5.com, https://example4.com, https://example3.com"
9250,Ihor Kovalenko Vasyl'ovych,"October 19, 1997","June 17, 2023",?,Kharkiv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Unknown,"https://example4.com, https://example8.com, https://example2.com, https://example9.com, https://example3.com, https://example6.com, https://example6.com, https://example2.com"
9251,Mykola Kovalenko Serhiyovych,"December 01, 1973","December 05, 2023",?,Lviv Oblast,Kyiv Oblast,Colonel,Unknown,"https://example8.com, https://example6.com, https://example5.com, https://example10.com, https://example8.com, https://example2.com"
9252,Dmytro Zinchenko Oleksandrovych,"May 12, 1975","October 11, 2024",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Odesa Oblast,Captain,Special Forces,"https://example10.com, https://example7.com, https://example3.com"
9253,Oleksandr Kovalenko Ivanovych,"February 06, 1980","August 10, 2024","November 25, 2024",Lviv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lieutenant,Unknown,"https://example10.com, https://example8.com, https://example10.com, https://example1.com, https://example5.com, https://example10.com, https://example6.com, https://example4.com"
9254,Volodymyr Sakalo Romanovych,"May 25, 1987","May 22, 2023","February 16, 2023",Zhytomyr Oblast,Chernivtsi Oblast,Captain,Special Forces,"https://example2.com, https://example3.com, https://example2.com, https://example7.com, https://example10.com"
9255,Andrij Bondarenko Petrovych,"August 05, 1960","October 03, 2024",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Sergeant,Battalion 1,"https://example5.com, https://example6.com, https://example10.com"
9256,Ihor Zinchenko Yuriyovych,"June 13, 1993","July 05, 2022","June 19, 2024",Lviv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Captain,Recon Squad,"https://example4.com, https://example5.com, https://example4.com"
9257,Yuriy Lysenko Serhiyovych,"August 08, 1998","June 17, 2024",?,Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Battalion 1,"https://example2.com, https://example4.com, https://example2.com, https://example2.com, https://example3.com, https://example7.com, https://example8.com"
9258,Oleksandr Tkachuk Romanovych,"October 28, 1991","June 11, 2023",?,Zhytomyr Oblast,Kharkiv Oblast,Senior soldier,Recon Squad,"https://example7.com, https://example5.com, https://example8.com"
9259,Yuriy Sakalo Vasyl'ovych,"October 16, 1967","January 06, 2023","December 29, 2023",Kharkiv Oblast,Odesa Oblast,Major,Unknown,"https://example4.com, https://example10.com, https://example3.com, https://example10.com"
9260,Volodymyr Shevchenko Mykhailovych,"October 21, 1961","March 21, 2024","August 28, 2022",Zhytomyr Oblast,Odesa Oblast,Colonel,Unknown,"https://example9.com, https://example10.com, https://example6.com, https://example10.com, https://example10.com, https://example4.com, https://example5.com, https://example5.com"
9261,Volodymyr Hrytsenko Vasyl'ovych,"April 25, 1973","August 23, 2022",?,Zhytomyr Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Senior soldier,Recon Squad,"https://example4.com, https://example6.com, https://example6.com, https://example5.com, https://example4.com, https://example6.com, https://example8.com, https://example4.com"
9262,Roman Lysenko Petrovych,"February 27, 1989","June 30, 2022","October 26, 2022",Lviv Oblast,Kharkiv Oblast,Captain,Recon Squad,"https://example1.com, https://example2.com, https://example9.com, https://example2.com"
9263,Andrij Bondarenko Volodymyrovych,"December 29, 1998","April 28, 2024",?,Chernivtsi Oblast,Kharkiv Oblast,Major,Battalion 2,"https://example6.com, https://example6.com, https://example1.com, https://example9.com"
9264,Roman Sakalo Romanovych,"June 18, 1962","August 20, 2022",?,Chernivtsi Oblast,Kharkiv Oblast,Captain,Recon Squad,"https://example9.com, https://example10.com, https://example3.com, https://example5.com, https://example5.com, https://example1.com"
9265,Oleh Bibikov Mykhailovych,"May 06, 1999","March 01, 2024",?,Zhytomyr Oblast,Lviv Oblast,Senior soldier,Infantry,"https://example5.com, https://example2.com, https://example9.com, https://example3.com"
9266,Volodymyr Bibikov Volodymyrovych,"July 01, 1995","October 30, 2024","August 03, 2024","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lviv Oblast,Colonel,Battalion 1,"https://example8.com, https://example8.com, https://example1.com, https://example9.com, https://example6.com, https://example6.com, https://example2.com"
9267,Serhiy Lysenko Volodymyrovych,"February 20, 1968","October 09, 2023","January 29, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Donetsk Oblast,Private,Special Forces,"https://example2.com, https://example3.com, https://example2.com"
9268,Andrij Sakalo Vasyl'ovych,"December 18, 1992","July 21, 2022",?,Kyiv Oblast,Zhytomyr Oblast,Private,Unknown,"https://example3.com, https://example9.com, https://example10.com, https://example5.com, https://example2.com, https://example1.com, https://example8.com"
9269,Roman Hrytsenko Ivanovych,"December 15, 1988","March 21, 2022",?,Lviv Oblast,Lviv Oblast,Major,Unknown,"https://example8.com, https://example3.com, https://example3.com, https://example1.com, https://example6.com, https://example10.com, https://example9.com, https://example3.com"
9270,Dmytro Kravchenko Oleksandrovych,"March 12, 1962","November 12, 2024","April 26, 2024",Chernivtsi Oblast,Lviv Oblast,Lieutenant,Battalion 2,"https://example9.com, https://example5.com, https://example1.com, https://example6.com, https://example2.com"
9271,Dmytro Bondarenko Mykhailovych,"August 02, 1964","April 13, 2024","January 16, 2024",Donetsk Oblast,Donetsk Oblast,Private,Unknown,"https://example8.com, https://example9.com, https://example9.com, https://example6.com, https://example6.com, https://example5.com"
9272,Mykola Tkachuk Mykhailovych,"June 08, 1991","June 02, 2024","November 22, 2024",Odesa Oblast,Odesa Oblast,Lieutenant,Battalion 2,"https://example6.com, https://example9.com, https://example8.com, https://example7.com, https://example10.com"
9273,Oleksandr Hrytsenko Vasyl'ovych,"November 06, 1996","October 24, 2024",?,Kyiv Oblast,Kyiv Oblast,Colonel,Battalion 1,"https://example5.com, https://example2.com, https://example10.com"
9274,Volodymyr Zinchenko Romanovych,"February 04, 1987","September 05, 2023",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Private,Special Forces,"https://example3.com, https://example9.com, https://example10.com, https://example2.com, https://example5.com, https://example1.com, https://example6.com"
9275,Oleksandr Kravchenko Petrovych,"February 05, 1997","October 25, 2022","December 05, 2022",Kyiv Oblast,Kharkiv Oblast,Private,Special Forces,"https://example3.com, https://example7.com, https://example7.com, https://example6.com, https://example1.com, https://example6.com, https://example8.com"
9276,Roman Bibikov Vasyl'ovych,"December 28, 1967","March 14, 2024",?,Odesa Oblast,Chernivtsi Oblast,Lieutenant,Special Forces,"https://example1.com, https://example7.com, https://example1.com, https://example2.com, https://example2.com, https://example4.com, https://example9.com, https://example8.com"
9277,Roman Kravchenko Volodymyrovych,"June 11, 1979","February 21, 2023",?,Zhytomyr Oblast,Kyiv Oblast,Sergeant,Battalion 1,"https://example7.com, https://example6.com, https://example5.com, https://example6.com, https://example2.com, https://example8.com, https://example1.com"
9278,Serhiy Zinchenko Oleksandrovych,"May 16, 1961","August 11, 2023","May 21, 2022","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Kyiv Oblast,Senior soldier,Infantry,"https://example7.com, https://example4.com, https://example10.com, https://example10.com, https://example5.com"
9279,Oleh Sakalo Romanovych,"November 11, 1996","December 25, 2023",?,Chernivtsi Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lieutenant,Recon Squad,"https://example8.com, https://example2.com, https://example10.com, https://example1.com"
9280,Mykola Shevchenko Petrovych,"February 24, 1982","April 15, 2022",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lviv Oblast,Major,Recon Squad,"https://example6.com, https://example1.com, https://example7.com"
9281,Ihor Hrytsenko Mykhailovych,"April 07, 2000","October 26, 2023","January 27, 2022",Lviv Oblast,Kharkiv Oblast,Senior soldier,Recon Squad,"https://example3.com, https://example10.com, https://example3.com, https://example7.com, https://example7.com, https://example6.com"
9282,Yuriy Hrytsenko Volodymyrovych,"July 30, 1992","May 22, 2023","October 04, 2022",Lviv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Private,Recon Squad,"https://example4.com, https://example3.com, https://example5.com, https://example8.com, https://example6.com, https://example1.com, https://example7.com, https://example7.com"
9283,Ihor Bibikov Mykhailovych,"April 20, 1981","April 21, 2023",?,Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Battalion 2,"https://example4.com, https://example8.com, https://example2.com, https://example5.com"
9284,Serhiy Hrytsenko Yuriyovych,"September 07, 1967","May 09, 2022","July 17, 2023",Lviv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Private,Battalion 1,"https://example3.com, https://example5.com, https://example8.com, https://example7.com, https://example4.com"
9285,Roman Bondarenko Yuriyovych,"July 08, 1985","October 06, 2024","October 14, 2023",Kharkiv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Captain,Battalion 2,"https://example2.com, https://example8.com, https://example4.com, https://example1.com, https://example6.com, https://example1.com"
9286,Oleh Tkachuk Oleksandrovych,"October 29, 1992","August 06, 2024","June 23, 2022",Zhytomyr Oblast,Kyiv Oblast,Captain,Unknown,"https://example7.com, https://example6.com, https://example4.com, https://example1.com, https://example1.com, https://example10.com, https://example5.com"
9287,Yuriy Zinchenko Romanovych,"March 15, 1983","February 01, 2024",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Kharkiv Oblast,Senior soldier,Unknown,"https://example4.com, https://example8.com, https://example1.com, https://example9.com, https://example9.com, https://example8.com, https://example6.com"
9288,Oleh Tkachuk Vasyl'ovych,"January 03, 1969","October 13, 2024",?,Chernivtsi Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Infantry,"https://example3.com, https://example1.com, https://example4.com"
9289,Volodymyr Hrytsenko Petrovych,"December 04, 1996","July 12, 2024",?,Kharkiv Oblast,Odesa Oblast,Captain,Infantry,"https://example6.com, https://example1.com, https://example9.com, https://example9.com"
9290,Oleh Kravchenko Volodymyrovych,"January 12, 1995","September 22, 2022","March 10, 2024",Zhytomyr Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Colonel,Infantry,"https://example3.com, https://example6.com, https://example9.com, https://example1.com, https://example3.com, https://example10.com, https://example8.com, https://example7.com"
9291,Dmytro Bondarenko Mykhailovych,"October 30, 1967","April 09, 2023","December 19, 2024",Odesa Oblast,Chernivtsi Oblast,Private,Unknown,"https://example5.com, https://example2.com, https://example3.com"
9292,Volodymyr Sakalo Petrovych,"January 17, 1990","September 22, 2023",?,Lviv Oblast,Kharkiv Oblast,Private,Recon Squad,"https://example9.com, https://example10.com, https://example9.com, https://example5.com, https://example3.com"
9293,Andrij Hrytsenko Romanovych,"November 10, 1962","September 06, 2023",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Sergeant,Infantry,"https://example7.com, https://example1.com, https://example9.com"
9294,Oleh Bibikov Petrovych,"November 09, 1997","June 28, 2023",?,Zhytomyr Oblast,Kharkiv Oblast,Sergeant,Recon Squad,"https://example8.com, https://example6.com, https://example2.com, https://example7.com, https://example2.com, https://example1.com, https://example7.com"
9295,Serhiy Sakalo Vasyl'ovych,"August 27, 1976","September 18, 2022","May 16, 2024",Donetsk Oblast,Chernivtsi Oblast,Captain,Recon Squad,"https://example1.com, https://example1.com, https://example9.com, https://example1.com, https://example10.com, https://example9.com"
9296,Serhiy Lysenko Mykolayovych,"May 17, 1978","October 07, 2024",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kyiv Oblast,Major,Battalion 2,"https://example2.com, https://example1.com, https://example9.com"
9297,Mykola Zinchenko Oleksandrovych,"August 05, 1979","March 25, 2024","April 19, 2023",Kharkiv Oblast,Lviv Oblast,Private,Unknown,"https://example3.com, https://example7.com, https://example6.com, https://example9.com, https://example1.com"
9298,Yuriy Hrytsenko Serhiyovych,"September 15, 1963","October 20, 2023","July 31, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Chernivtsi Oblast,Senior soldier,Battalion 2,"https://example10.com, https://example1.com, https://example6.com, https://example10.com, https://example10.com, https://example1.com"
9299,Volodymyr Bibikov Mykolayovych,"January 05, 1981","June 05, 2024",?,Lviv Oblast,Kyiv Oblast,Sergeant,Special Forces,"https://example1.com, https://example8.com, https://example4.com, https://example3.com, https://example3.com"
9300,Oleh Hrytsenko Yuriyovych,"September 18, 1989","June 24, 2022",?,Zhytomyr Oblast,Chernivtsi Oblast,Colonel,Infantry,"https://example2.com, https://example9.com, https://example5.com, https://example6.com, https://example8.com, https://example2.com, https://example6.com, https://example2.com"
9301,Dmytro Tkachuk Mykhailovych,"November 09, 1994","August 01, 2024",?,Kyiv Oblast,Zhytomyr Oblast,Major,Battalion 1,"https://example7.com, https://example5.com, https://example10.com, https://example8.com, https://example10.com, https://example1.com, https://example10.com, https://example4.com"
9302,Oleh Tkachuk Mykolayovych,"January 22, 1985","November 10, 2024","June 27, 2023","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Private,Infantry,"https://example2.com, https://example6.com, https://example3.com, https://example6.com, https://example4.com, https://example6.com, https://example3.com"
9303,Dmytro Tkachuk Mykolayovych,"May 18, 1982","June 25, 2024",?,Kharkiv Oblast,Zhytomyr Oblast,Senior soldier,Infantry,"https://example7.com, https://example7.com, https://example6.com, https://example5.com"
9304,Andrij Bondarenko Mykolayovych,"July 22, 1977","December 30, 2022","October 31, 2022",Lviv Oblast,Odesa Oblast,Sergeant,Unknown,"https://example9.com, https://example4.com, https://example2.com, https://example8.com, https://example4.com, https://example5.com, https://example10.com"
9305,Andrij Zinchenko Mykolayovych,"October 08, 1988","September 16, 2022","November 04, 2024",Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Colonel,Battalion 2,"https://example9.com, https://example8.com, https://example6.com, https://example9.com"
9306,Roman Bondarenko Oleksandrovych,"December 28, 1966","February 24, 2024",?,Kharkiv Oblast,Lviv Oblast,Captain,Special Forces,"https://example6.com, https://example7.com, https://example6.com, https://example6.com"
9307,Oleksandr Hrytsenko Romanovych,"December 29, 1981","March 20, 2022","July 17, 2023",Zhytomyr Oblast,Donetsk Oblast,Private,Special Forces,"https://example1.com, https://example9.com, https://example10.com, https://example8.com, https://example1.com, https://example4.com"
9308,Mykola Zinchenko Mykhailovych,"June 27, 1985","June 27, 2023",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Donetsk Oblast,Colonel,Recon Squad,"https://example9.com, https://example8.com, https://example4.com, https://example3.com, https://example9.com"
9309,Roman Bibikov Oleksandrovych,"May 06, 1999","May 04, 2022","August 20, 2023","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Lieutenant,Unknown,"https://example10.com, https://example6.com, https://example3.com, https://example8.com, https://example10.com, https://example4.com"
9310,Oleksandr Lysenko Oleksandrovych,"July 04, 1961","July 28, 2023","March 18, 2023",Zhytomyr Oblast,Kharkiv Oblast,Colonel,Battalion 1,"https://example5.com, https://example8.com, https://example7.com, https://example4.com"
9311,Serhiy Zinchenko Serhiyovych,"December 27, 1988","February 23, 2022",?,Odesa Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Private,Special Forces,"https://example6.com, https://example7.com, https://example1.com, https://example1.com, https://example9.com, https://example7.com"
9312,Volodymyr Sakalo Volodymyrovych,"April 07, 1964","May 19, 2023","December 11, 2023",Kyiv Oblast,Odesa Oblast,Senior soldier,Recon Squad,"https://example9.com, https://example7.com, https://example8.com, https://example1.com, https://example3.com, https://example5.com"
9313,Yuriy Kravchenko Serhiyovych,"January 07, 1967","January 14, 2024",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Zhytomyr Oblast,Major,Special Forces,"https://example9.com, https://example7.com, https://example5.com, https://example8.com, https://example4.com, https://example3.com"
9314,Ihor Kovalenko Yuriyovych,"August 20, 1978","September 12, 2022","July 09, 2023","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Donetsk Oblast,Lieutenant,Special Forces,"https://example6.com, https://example9.com, https://example3.com, https://example10.com"
9315,Roman Tkachuk Mykolayovych,"November 02, 1974","February 16, 2022",?,Chernivtsi Oblast,Kyiv Oblast,Colonel,Battalion 2,"https://example6.com, https://example4.com, https://example2.com, https://example7.com, https://example1.com, https://example9.com, https://example7.com"
9316,Volodymyr Zinchenko Yuriyovych,"December 02, 1986","November 27, 2024","October 24, 2022",Zhytomyr Oblast,Kharkiv Oblast,Sergeant,Battalion 1,"https://example10.com, https://example3.com, https://example4.com, https://example9.com, https://example7.com, https://example6.com, https://example5.com, https://example2.com"
9317,Volodymyr Sakalo Petrovych,"March 19, 1973","May 21, 2022",?,Donetsk Oblast,Donetsk Oblast,Colonel,Unknown,"https://example6.com, https://example2.com, https://example3.com, https://example2.com, https://example9.com, https://example5.com, https://example1.com"
9318,Andrij Tkachuk Serhiyovych,"May 22, 1986","September 07, 2022","February 14, 2024",Kyiv Oblast,Kharkiv Oblast,Colonel,Special Forces,"https://example10.com, https://example8.com, https://example1.com, https://example5.com, https://example9.com, https://example7.com, https://example3.com"
9319,Oleh Kravchenko Romanovych,"June 20, 1960","July 01, 2023",?,Lviv Oblast,Donetsk Oblast,Sergeant,Recon Squad,"https://example4.com, https://example10.com, https://example4.com, https://example5.com, https://example3.com, https://example9.com, https://example6.com, https://example9.com"
9320,Volodymyr Sakalo Mykolayovych,"December 14, 1960","January 01, 2022",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kyiv Oblast,Major,Battalion 2,"https://example3.com, https://example10.com, https://example9.com, https://example7.com, https://example4.com"
9321,Yuriy Bondarenko Mykhailovych,"August 28, 1980","August 30, 2023","November 02, 2023",Chernivtsi Oblast,Kyiv Oblast,Lieutenant,Battalion 2,"https://example10.com, https://example2.com, https://example10.com, https://example8.com, https://example5.com, https://example5.com, https://example8.com"
9322,Andrij Tkachuk Mykolayovych,"April 20, 1992","May 01, 2023",?,Chernivtsi Oblast,Odesa Oblast,Captain,Battalion 1,"https://example9.com, https://example2.com, https://example5.com"
9323,Volodymyr Kovalenko Serhiyovych,"February 11, 1965","May 13, 2024",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kharkiv Oblast,Colonel,Battalion 2,"https://example10.com, https://example2.com, https://example5.com, https://example5.com, https://example8.com, https://example3.com"
9324,Yuriy Tkachuk Mykhailovych,"August 04, 1977","October 27, 2024",?,Chernivtsi Oblast,Lviv Oblast,Sergeant,Infantry,"https://example10.com, https://example4.com, https://example2.com, https://example2.com, https://example1.com"
9325,Oleh Shevchenko Oleksandrovych,"December 28, 1989","January 28, 2023",?,Odesa Oblast,Lviv Oblast,Senior soldier,Unknown,"https://example8.com, https://example10.com, https://example5.com, https://example10.com, https://example4.com, https://example9.com, https://example8.com, https://example4.com"
9326,Yuriy Shevchenko Volodymyrovych,"March 03, 1975","March 19, 2024","November 10, 2024",Donetsk Oblast,Donetsk Oblast,Lieutenant,Special Forces,"https://example2.com, https://example5.com, https://example10.com, https://example4.com, https://example1.com, https://example4.com"
9327,Ihor Tkachuk Mykhailovych,"September 15, 1982","October 17, 2024","April 12, 2023",Lviv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Sergeant,Unknown,"https://example5.com, https://example5.com, https://example6.com, https://example7.com, https://example5.com, https://example7.com, https://example6.com"
9328,Volodymyr Bibikov Oleksandrovych,"August 01, 1987","November 08, 2022",?,Chernivtsi Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Private,Special Forces,"https://example1.com, https://example10.com, https://example9.com, https://example4.com, https://example2.com, https://example6.com, https://example2.com"
9329,Roman Shevchenko Oleksandrovych,"April 21, 1995","October 16, 2023","February 11, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kyiv Oblast,Major,Battalion 1,"https://example1.com, https://example10.com, https://example3.com, https://example7.com, https://example3.com, https://example8.com"
9330,Roman Hrytsenko Ivanovych,"June 30, 1980","April 20, 2023",?,Lviv Oblast,Chernivtsi Oblast,Captain,Unknown,"https://example5.com, https://example3.com, https://example3.com, https://example3.com, https://example1.com, https://example4.com, https://example10.com, https://example2.com"
9331,Volodymyr Sakalo Ivanovych,"July 10, 1964","March 08, 2024","November 04, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Major,Special Forces,"https://example8.com, https://example4.com, https://example1.com, https://example3.com, https://example4.com, https://example7.com, https://example7.com"
9332,Oleksandr Sakalo Mykolayovych,"November 25, 1982","February 19, 2024",?,Kyiv Oblast,Kyiv Oblast,Major,Infantry,"https://example2.com, https://example3.com, https://example7.com, https://example9.com, https://example1.com, https://example7.com, https://example2.com, https://example9.com"
9333,Oleh Bondarenko Romanovych,"December 20, 1985","May 23, 2022",?,Donetsk Oblast,Chernivtsi Oblast,Private,Special Forces,"https://example6.com, https://example4.com, https://example7.com, https://example4.com, https://example2.com, https://example1.com, https://example1.com, https://example7.com"
